S.no,User name,followers,Text,Url,Bio
313,"""SaraSoueidan""",51816,"""@xenoplexus @LeaVerou Getting politics into HTML spec editing would cripple the Web, the world is suffering enough from politics already.""","""https://sarasoueidan.com""","""Freelance front-end developer. net Developer of the Year 2015. Available for hire http://sarasoueidan.com/hire"""
314,"""PhantomIsGuilty""",3336,"""RT @Maaryam_Ado: URGENT HELP NEEDED!!\n\nThe pictures below are of a four year-old Ummu-Salma Buhari, she's suffering from Complex Con\u2026 ""","""http://www.hulkshare.com/phantombaba""","""Am a recording artiste (a RAPPERtainer and poet)..IG-@Phantombaba"""
315,"""Illyriel""",44,"""I'm suffering from serious separation anxiety, being so far from my PC.""","""http://illyriel.tumblr.com/""","""Dinkyblast @ Argent Dawn EU \u2022 Illyriel Otonashi @ Cerberus \u2022 Profile picture by @Fellice011."""
316,"""ana_phuong""",20,"""How to Create an Acousticophobia Illustration in Adobe Illustrator https://t.co/A6Qiv3NAMx via @tutsplus""","""http://on.fb.me/1QruNye""","""A little girl in la big big world \u2764"""
317,"""alfredoacacio""",60,"""RT @arminvanbuuren: A lot of people are still suffering from the earthquake in M\u00e9xico. Please support them via: https://t.co/wiA3Oz6Zn4\u2026 """,null,"""Lic. Administraci\u00f3n"""
318,"""rambler1222""",307,"""RT @CassandraRules: I hope you realize it's not one sided https://t.co/kIWQuX5Dwh""",null,"""Graduated with degrees in Psychology and Sociology from The University of Mississippi. Libertarian. Indycar and MMA fan. Occasional jackass."""
319,"""English_seizyo""",409,"""Yahaba is suffering from a bad cold.\n\n\u8a33\u2192\u77e2\u5dfe\u306f\u3072\u3069\u3044\u98a8\u90aa\u306b\u82e6\u3057\u3093\u3067\u3044\u308b\u3002""",null,"""\u5143\u6c17\u306b\u5b66\u751f\u3084\u3063\u3066\u308b\u301c\uff1f \u7ba1\u7406\u4eba\u304c\u82f1\u8a9e\u3092\u899a\u3048\u308b\u305f\u3081\u306b\u4f5c\u3063\u305f\u81ea\u5df1\u6e80\u8db3bot\u3002 \u30b9\u30da\u30eb\u3001\u548c\u8a33\u7b49\u306e\u30df\u30b9\u304c\u3054\u3056\u3044\u307e\u3057\u305f\u3089DM\u306b\u3066\u3002 \u30a2\u30a4\u30b3\u30f3\u53ca\u3073\u30d8\u30c3\u30c0\u30fc\u52df\u96c6\u3057\u3066\u304a\u308a\u307e\u3059\uff01 \u8150\u8981\u7d20\u6709\u308a\u3002\u6328\u62f6\u30ea\u30d7\u306b\u5bfe\u5fdc\u3057\u307e\u3057\u305f\uff01"""
320,"""joannhastings""",4542,"""RT @kagaaju: My cousins's FB update is \""just suffering from flu (senyiga)\"" accompanied with a pic of him shirtless on a tiled floor. \nBahim\u2026""",null,"""Finance |Music | Believer | Gifted hands | Open minded \nJohn 14:14...."""
321,"""shakilasekar""",158,"""RT @thowfiqs: i'm suffering from kadhal \u0bb2 disgusting parts \u0b87\u0bb5\u0bc8\u0b99\u0bcd\u0b95 \u0ba4\u0bbe\u0ba9\u0bcd....\u0b87\u0bb5\u0bc8\u0b99\u0bcd\u0b95 \u0bb5\u0ba8\u0bcd\u0ba4\u0bbe\u0bb2\u0bc7 \u0b93\u0b9f \u0bb5\u0bbf\u0b9f\u0bcd\u0bb0\u0bc1\u0bb5\u0bc7\u0ba9\u0bcd https://t.co/BSO7U8IC6O""",null,null
322,"""tundeomole""",605,"""RT @Maaryam_Ado: URGENT HELP NEEDED!!\n\nThe pictures below are of a four year-old Ummu-Salma Buhari, she's suffering from Complex Con\u2026 """,null,"""My  Intellect prevails from a hanging cross with nails ......"""
323,"""blancoynegro""",33394,"""RT @arminvanbuuren: A lot of people are still suffering from the earthquake in M\u00e9xico. Please support them via: https://t.co/wiA3Oz6Zn4\u2026 ""","""https://lnk.to/Channel-BlancoyNegroTW""","""Music Label based in Barcelona Specialized in EDM.   #UniteWithTomorrowland Official Licensee in Spain. Check our Youtube Channel \u2b07\ufe0f"""
324,"""Stevie_Miller""",2402,"""This stuff is AMAZING! Yayyyyy for a holistic approach, you go gurl xxxxx\nFor anyone that needs a lil something to\u2026 https://t.co/y3qteSFJnz""","""http://youtube.com/c/steviemillerslife""","""I make videos, blog and talk shit about shit \ud83d\udc96  contact: stevieleemiller@gmail.com"""
325,"""tweetsbytobi""",2365,"""RT @d_angrymob: To Nigerian rappers and other people suffering from the disease of entitlement globally. \u270a https://t.co/JA1ExZ0qzB""","""http://elglitterati.wordpress.com""","""Fashion Designer IG: the_trclothing +2348090850149 | Logistics/delivery merchant twitter: @maikawo +2348089194812. DM for more info. I am stoic."""
326,"""M0907011""",55,"""Thank for visiting. You saw the tragedy and suffering by urself. S.Sudan needs help especially from U.S and UN Than\u2026 https://t.co/nI54tHl2CI""",null,"""Make Africa Great !!! Rights Activist /Peace Messenger  ... RTs \u274c Endorsements"""
327,"""SayyedIT""",82,"""RT @taslimanasreen: More than 700 people get attacked by dengue virus everyday in West Bengal.More than 18,000 people suffering from Dengue\u2026""",null,"""impossible single wish to born Muslim in each century in the world!hopeless! Common Boy! lazy & shy! Well educated! Interested in literature! Kasoor movie song"""
328,"""Ketebull""",44,"""RT @churchorao: @EtalePhilip These people are suffering from brain deficiency...Its absence in actual sense.For one to think like t\u2026 """,null,null
329,"""ayeeshaobi""",926,"""RT @Officialshona_: Urgent Help Needed. She's just a child. She shouldn't have to go through this much pain. https://t.co/fLuK5kM0Ww""",null,"""Native. Witch. Muslim."""
330,"""dianneanoble1""",10104,"""RT @mollyshea_shea: Elba Mae Johnson\u2019s preacher ex-husband ran away with the choir director. She\u2019s been suffering from a man drought ev\u2026 ""","""http://www.dianneanoble.com""","""World traveller and published author. RNA Member. Writing about women under pressure in atmospheric settings."""
331,"""ObbieWanKenobi""",87,"""RT @brigitgoddess: @egavactip This is beyond tragic.  Our nation is suffering from an increasingly virulent disease of the soul.""",null,"""\u201cTrue power is selfless will.\u201d"""
332,"""Narainji2k17""",49,"""RT @Bhagava87092761: People Suffering With Migraine &amp; Headache From Last 15 yrs Hve Recovered Within 6 mnths Of Taking Cow Urine Therapy #\u2026""",null,null
333,"""RealDarrylSmith""",847,"""RT @Joy_Villa: This is so needed &amp; so incredible. It's been way too long in the coming! Families are suffering. Thank u President\u2026 ""","""https://www.gofundme.com/christ-the-king-monastery""","""Traditional Catholic. Maine. Air Force! 3rd Order Member of St. Benedict Center. Extra Ecclesiam nulla salus. Founder of Christ the King Monastery."""
334,"""MGSPhysio""",730,"""Are you suffering from Hand, Finger or Wrist injuries/pain? Contact Nicola Cook - our Specialist Hand Therapist! https://t.co/3AKHtWvsBO""","""http://www.mgs.physio""","""Better results in fewer treatments. Follow us for health tips and news. Located at Mona Vale and Manly."""
335,"""AdelineYusoff""",168,"""Pray for those children who are suffering from this cancer \ud83d\ude1e\ud83d\ude1e\ud83d\ude1e""",null,"""the real me"""
336,"""VinaigretteGirl""",374,"""https://t.co/QfT925KMzt\n\n2016 footage, still in date - but at the grassroots I see real connections being built.\u2026 https://t.co/Kd3AX3VdnU""",null,"""Process and policy analyst: gender, IPV, Outsider/Insider; E Africa, E Asia. D. Phil (Oxon).#Foreign #CitizenoftheWorld"""
337,"""Petronas_Extrem""",5,"""https://t.co/brPJxKlIeo #NPD #Sadistic #Psychopath Laura Tait (Sydney Australia) is Not Suffering from NPD https://t.co/B7bdleELKE""",null,"""asdsadsad"""
338,"""itsleefelixs""",5,"""felix is suffering from an onion and he was always like \""uljima, uljima\"" oMG CUTIE""",null,"""\u3134Stray Kid's Lee Felix is my happiness \u2661\u3131\n#\uc774\ud544\ub9ad\uc2a4 #\ud544\ub9ad\uc2a4"""
339,"""SueKraz""",1546,"""RT @Maaryam_Ado: URGENT HELP NEEDED!!\n\nThe pictures below are of a four year-old Ummu-Salma Buhari, she's suffering from Complex Con\u2026 ""","""https://www.twitter.com/suekraz""","""Trophy Wife\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\nIG: suekraz"""
340,"""Matic_Lad""",341,"""He is 17 year old suffering from B-All(lukemia= blood cancer). Any help would be appreciated. Please RT.\n( https://t.co/E8KcdqVZW0""",null,"""Manchester United || Cricket || TV series ||"""
341,"""_OyiiNkaN""",1825,"""RT @Maaryam_Ado: URGENT HELP NEEDED!!\n\nThe pictures below are of a four year-old Ummu-Salma Buhari, she's suffering from Complex Con\u2026 """,null,null
342,"""LostAndParadox""",12,"""@avery_WP Uh yeah. Coffee is bad specially she you're suffering from such.""",null,"""I got a monster that resides within."""
343,"""DavidMudia""",941,"""@Jnerd_Hayte The trick is not to warn them... The suffering is when they get posted to PPA.. And PPA isnt on google\u2026 https://t.co/uYQglAZDxS""","""http://mudiaimasuen.com/about-us""","""God & Tech.\nPython Developer in the works."""
344,"""NusratFC""",21,"""RT @nusratchirps: Get well soon swthrt https://t.co/PK8uXDBF9o""",null,"""Tollywood top actress @nusratchirps FanClub."""
345,"""sagar_mndl""",193,"""RT @taslimanasreen: More than 700 people get attacked by dengue virus everyday in West Bengal.More than 18,000 people suffering from Dengue\u2026""",null,"""atletico de madrid\ud83d\udd34\u26aa\ufe0f | east bengal \ud83d\udd25\ud83d\udd25"""
346,"""srakate""",122,"""RT @ericgarland: If this year's suffering results in the exposure and condemnation of rape culture, that will be a triumph. Overdue. https:\u2026""","""http://Instagram.com/srakate/""","""26 | \ud83c\udf0e\u2708\ufe0f\ud83d\udc9c world traveler \ud83c\uddfa\ud83c\uddf8\ud83c\uddee\ud83c\uddea\ud83c\uddec\ud83c\udde7\ud83c\uddf3\ud83c\uddf1\ud83c\udde7\ud83c\uddea\ud83c\uddeb\ud83c\uddf7\ud83c\uddea\ud83c\uddf8\ud83c\uddee\ud83c\uddf9"""
347,"""Lotus48704887""",322,"""RT @DeepHippieLove: Conscious understanding is an understanding who understands suffering of other beings. \nAnd from it comes great compass\u2026""",null,"""#meditation #mandelaeffect #Reiki #truth  #kundalini #5d #lightworker #oldsoul #musician"""
348,"""gmclarksonz""",99,"""@scotzineguides The UK is suffering from terminal short termism caused by chronic myopia""",null,"""Retired scientist and strategist"""
349,"""dxrevisionwatch""",872,"""@MECFSNews @AcademicJon @jenbrea .She'd likely assert KH, WD et al are suffering from \""pervasive refusal syndrome\"",\u2026 https://t.co/2wwmYZJCDF""","""http://dxrevisionwatch.com/""","""Monitoring and reporting on the development of ICD-11 and DSM-5. RTs not necessarily endorsements"""
350,"""meefeee""",172,"""RT @peta: All animals deserve to be free from pain &amp; suffering.""","""https://tellonym.de/aa34d7b1eac9e62a2c88f2becf4f896e""","""Pandas sind die besseren Menschen.                                  \n\nphine \u2764 ~ 12/30/2014  ~ l."""
351,"""xoxomint""",298,"""RT @Ashraf_amirul: Depression is dangerous. You might not even realize someone is suffering from it, even when u r close to them, even when\u2026""","""http://xoxomintslittlecollection.blogspot.com""","""An Awkward Stick\u2122 | Cover by @o10fu \ud83c\udf3fCurrent on-repeat: Trauma - S \ud83c\udfb6 | \ud55c\uad6d\uc5b4 \uc798 \ubabb\ud574 \uc774\ud574\ud574\uc8fc\uc138\uc694 \ud83d\ude47\ud83c\udffb\u200d\u2640\ufe0f"""
352,"""andrew14ad""",1637,"""@Charlie26Adam @bbc5live @PJFJackson I think what's obvious to me is that CC is suffering from CTE and of course th\u2026 https://t.co/N290UDBHJE""","""http://www.toontalk.co.uk""","""Radio host @NUFCToonTalk #nufc http://www.toontalk.co.uk & UK marketing for @pattistanger @destinpfaff @TheMattAltman @TheChrisLeavitt @RohHabibi @benandjerrys"""
353,"""DarshakRavaliya""",38,"""RT @taslimanasreen: More than 700 people get attacked by dengue virus everyday in West Bengal.More than 18,000 people suffering from Dengue\u2026""",null,null
354,"""itsleefelixs""",5,"""poor woojin and felix suffering from an onion""",null,"""\u3134Stray Kid's Lee Felix is my happiness \u2661\u3131\n#\uc774\ud544\ub9ad\uc2a4 #\ud544\ub9ad\uc2a4"""
355,"""AnaPauMedinaM""",26,"""RT @arminvanbuuren: A lot of people are still suffering from the earthquake in M\u00e9xico. Please support them via: https://t.co/wiA3Oz6Zn4\u2026 """,null,null
356,"""zzddnn""",511,"""RT @Ashraf_amirul: Depression is dangerous. You might not even realize someone is suffering from it, even when u r close to them, even when\u2026""",null,null
357,"""mayomedicals""",140,"""Are you suffering from Chronic Sinus problem? Get the best ENT (Ear Nose Throat) and Allergy facilities @\u2026 https://t.co/Axxphml8jq""",null,null
358,"""Ray_luxuryyacht""",735,"""RT @priyaakulkarni2: Alt New founders &amp; BJP critics are suffering from memory loss Check SS\ud83d\udc47\nDr Singh in 10 yrs\n\nInterviews 10\nPress Con\u2026 """,null,"""Subcutaneous Specialist, Fugu Eater, Rabbit Diviner"""
359,"""buddhistsociety""",1801,"""'Seeing that all happiness and suffering depend upon the mind, seek happiness from the mind, not from anything exte\u2026 https://t.co/ENvWwJZzPS""","""http://www.thebuddhistsociety.org/""","""Publishes and makes known the Principles of Buddhism and encourages the study and practice of those principles."""
360,"""dentjw""",410,"""RT @jessphillips: It will happen I'll make sure of it. How's about that Tory Woman PM makes sure to help women suffering from rape cl\u2026 """,null,"""Lancastrian by birth, Oxonian by adoption, lexicographer by profession. discardedimage on Instagram."""
361,"""ParamjitS_""",22,"""RT @Khalsa_Aid: 4 year old Kavya is in intensive care at a hospital in Delhi. She is suffering from Encephalitis. We funded  $4600\u2026 """,null,null
362,"""HinduArmy007""",21,"""RT @Bhagava87092761: People Suffering With Migraine &amp; Headache From Last 15 yrs Hve Recovered Within 6 mnths Of Taking Cow Urine Therapy #\u2026""",null,"""Guru Seva | Hindu Drama | RSS | Gua Seva | Vande Mataram | I m proud of BharatMaa & Hindu Rashtriya |"""
363,"""Sleek_Dave""",746,"""RT @Maaryam_Ado: URGENT HELP NEEDED!!\n\nThe pictures below are of a four year-old Ummu-Salma Buhari, she's suffering from Complex Con\u2026 ""","""https://soundcloud.com/etseoghena-ikhioda/level-up-dapo-x-sleek_dave-prod-sleek_dave""","""Producer-Artiste-Graphic Artist. \ud83c\uddf3\ud83c\uddec\ud83c\udde8\ud83c\udde6#ElevatedAfrican"""
364,"""martinwillim1""",55,"""@juventusfc Me and my family are suffering from ALD. The most dangerous is mine, our brains are getting worse. I ca\u2026 https://t.co/ROv03Z6Wk4""",null,"""ald disease know lorenzo oil"""
365,"""wthpau""",1099,"""i just find it way too unfair that you got married while he's left behind suffering from the pain you caused him :((""","""http://wthpau.sarahah.com""","""To the person who's reading this, I love you. We may be okay or not, stay with me. Don't let go. I love you."""
366,"""Myra_FA""",278,"""RT @Maaryam_Ado: URGENT HELP NEEDED!!\n\nThe pictures below are of a four year-old Ummu-Salma Buhari, she's suffering from Complex Con\u2026 """,null,"""\ud83d\udc9b"""
367,"""TobiMineLP""",694,"""@AMDWaters This shouldn't surprise anyone we already knew they were suffering from islamism""","""http://www.fpoe-wien.at""","""\ud83c\udde6\ud83c\uddf9 Make Austria Great Again\ud83c\udde6\ud83c\uddf9\nI tweet about anything going on all over the globe mostly memes. #AntiEU #Populist #Libertarian #ForBritain  #SchwarzBlau"""
368,"""MOU5ERAT""",680,"""RT @Matic_Lad: He is 17 year old suffering from B-All(lukemia= blood cancer). Any help would be appreciated. Please RT.\n( https://t.co/E8Kc\u2026""",null,"""Bar\u00e7a, Papag, Antimadridista"""
369,"""omgbutera5""",1122,"""WHY ARE U SINGING ALLYS PART THAT FLAWLESSLY SHUT THE FUCK UP IM ALREADY SUFFERING FROM YOUR BEAUTY https://t.co/3amualdlBm""",null,"""i love me more"""
370,"""BSB2357""",2,"""@PMOIndia @narendramodi Biggest joke that middle class is getting benifitted...!!!\nActually Middle class are suffering more from GST""",null,"""\u0c28\u0c40\u0c15\u0c41 \u0c05\u0c28\u0c35\u0c38\u0c30\u0c02"""
371,"""NahidParveen2""",15,"""@MyntraSupport thank you for causing me utter inconvenience &amp; suffering. Didn't except this from @myntra https://t.co/paTvhi55x3""",null,"""Student of Journalism. Writer.. Love to Travel.."""
372,"""NColfach""",790,"""@GeorgeTakei @actdottv Mike Pence is suffering from an illness known as \u201cstupidity\u201d its common amongst bigots""",null,"""ALL HAIL THE PUMPKIN LORD youtuber and Videogame lover a big fan of wrestling loves animals and rubber duckys my mail is Ncolfach@gmail.com"""
373,"""DORAJEANBEAR""",195,"""QUOTE OF THE DAY \n\""DON'T BUILT A WALL AROUND\nYOUR OWN SUFFERING, IT MAY \nDEVOUR YOU FROM THE INSIDE\"" https://t.co/2iA78vLxnT""",null,null
374,"""StephenHunter11""",233,"""@RT_com The sackler family ( Jewish ) that is making billions of $$$ from pain and suffering. https://t.co/B0VFYUEJiy""",null,"""With the 6th Army I could storm the heavens."""
375,"""DORAJEANBEAR""",195,"""RT @DORAJEANBEAR: QUOTE OF THE DAY \n\""DON'T BUILT A WALL AROUND\nYOUR OWN SUFFERING, IT MAY \nDEVOUR YOU FROM THE INSIDE\"" https://t.co/2iA78vL\u2026""",null,null
376,"""iShaileshG""",123,"""@rsprasad @narendramodi @BJP4Assam @GoI_MeitY @_DigitalIndia @BJP4India People Suffering With Migraine &amp; Headache F\u2026 https://t.co/oOCSBRJ3sf""",null,"""\ud83c\uddee\ud83c\uddf3\u092d\u093e\u0930\u0924\u0940\u092f \u0938\u0947\u0928\u093e \u0915\u094b \u0938\u0932\u093e\u092e\ud83c\uddee\ud83c\uddf3                                    \n|| \u092e\u0940\u0921\u093f\u092f\u093e \u092d\u0915\u094d\u0924 \u0935 \u0938\u0947\u0915\u094d\u092f\u0941\u0932\u0930 \u0926\u0941\u0930 \u0930\u0939\u0947 ||                   \n\u092e\u093f\u0936\u0928 :- \u092d\u093e\u0930\u0924 \u0935\u093f\u0936\u094d\u0935\u0917\u0941\u0930\u0941........\u091c\u092f \u0939\u093f\u0902\u0926"""
377,"""its_jarmai""",351,"""RT @Maaryam_Ado: URGENT HELP NEEDED!!\n\nThe pictures below are of a four year-old Ummu-Salma Buhari, she's suffering from Complex Con\u2026 """,null,"""Beauty in the struggle ugliness in the success #MUFC. #J.cole"""
378,"""keithchilders""",110,"""@briebriejoy Intersection and unity is there if you'll look beyond your own personal beefs. Plenty of people of all\u2026 https://t.co/CRTr0jwAbu""",null,null
379,"""splendaas""",1977,"""RT @splendaas: #iwanttobeburiedwith Ear Plugs because I'm suffering from insomnia.\n\n#MichaelJackson #MJ #MJfam #kingofpop\u2026 """,null,"""On TW to tell at the next generation the truth about #MichaelJackson \ud83c\udfb5 @ParisJackson @princemjjjaxon #MacaulayCulkin #CoreyFeldman"""
380,"""HipHopHead_347""",463,"""RT @brigitgoddess: @egavactip This is beyond tragic.  Our nation is suffering from an increasingly virulent disease of the soul.""",null,"""I'm not a liberal nor a conservative or whatever you wanna label me as, Just standing up to injustice and unfairness. I'm also a nerd and a geek \ud83d\ude02"""
381,"""jhaatlyf""",683,"""RT @Matic_Lad: He is 17 year old suffering from B-All(lukemia= blood cancer). Any help would be appreciated. Please RT.\n( https://t.co/E8Kc\u2026""",null,"""When Life is Jhaat, Jhaat is Life"""
382,"""ComAcNewhaven""",97,"""Ramsgate also suffering from local planning without the local people being either consulted or considered! Short te\u2026 https://t.co/CDejVrISwC""","""https://www.facebook.com/CommunityActionNewhaven/?hc_ref=ARRbLKjWMuM1TEUc6EO4-w-8sj2Mo9qo2Fq94m8tM-W""","""Formed to campaign for the 'clean green' Newhaven promised by the planning documents and strategies for the area, No to FM Conway and Brett Aggregates proposals"""
383,"""nurez2014""",165,"""RT @Maaryam_Ado: URGENT HELP NEEDED!!\n\nThe pictures below are of a four year-old Ummu-Salma Buhari, she's suffering from Complex Con\u2026 """,null,null
384,"""loudsexnoise""",767,"""whenever i\u2019m suffering from anxiety and/or insomnia i get my therapy pig and watch some GMM""","""http://Instagram.com/ste.ballo""","""i really like rye bread but i\u2019m not sure why. Against Me! and Nirvana are 90% of my playlist. TW for some things. she/they."""
385,"""juventusx6""",141,"""RT @Matic_Lad: He is 17 year old suffering from B-All(lukemia= blood cancer). Any help would be appreciated. Please RT.\n( https://t.co/E8Kc\u2026""",null,"""#FinoAllaFine"""
386,"""crithie184""",112,"""Vet SOAP notes show how #Blackfish IKE had his teeth cored out w/a power drill while pus oozed from his broken teeth https://t.co/Bpl9nE4zI7""",null,null
387,"""ccunninghamcall""",144,"""RT @4AMShower: Blanket time. #happy #cute #art #sketch #sketchaday #illustrations #doodle #aww #friends #funny #memes #depression\u2026 """,null,"""The human version of clickbait."""
388,"""edgaarrz""",158,"""RT @LupeFiasco: Depression comes in waves. Ride them bitches. \ud83e\udd18\ud83c\udffe""",null,"""Dailene P. \u2764\ufe0f"""
389,"""edge1959""",882,"""RT @GallacherJoanne: If you go through stress, anxiety, or depression.....talking about it at work can be a daunting prospect. More after 7\u2026""",null,"""Old Gold & Black, Noisy South Banker, Home & Away, Husband to beautiful wife and father to four lovely children"""
390,"""AngelaCamela""",2478,"""AVOID 6 BAD HABITS THAT CAN LEAD TO DEPRESSION - https://t.co/SfasRZRqc4 https://t.co/JFkrdoJ8FN""",null,null
391,"""Lindslay_Ow""",197,"""RT @mO_Moremi: Depression isn't always sadness, it can also be emptiness, anger, tiredness or loneliness. sometimes a cry for help\u2026 """,null,"""28 June\ud83c\udf82 ||\nStar sign: Cancer ||\nHOUSEWIFE ||\nA Giver that expects nothing in return"""
392,"""stop_bitching_u""",124,"""RT @RepAdamSchiff: After biggest financial meltdown since the Great Depression, what reform does GOP propose? Make it more difficult t\u2026 """,null,"""Middle aged savant, mendicant Buddhist, disgruntled lover, grudgingly enchanted."""
393,"""RifqiHazman""",1221,"""RT @LuqmanPodolski: depression is real""","""http://Instagram.com/rifqihazman""","""A tired dying dark soul"""
394,"""REALBLAQUECHRIS""",293,"""RT @RILEY_CYRUS: i often wonder what percentage of people who claim to suffer from anxiety+depression actually just have issues of extreme\u2026""","""http://suckit.com""","""Mean as hell"""
395,"""ughgape""",71,"""Too late, hello again depression""",null,"""stressedt & depressedt"""
396,"""Aks_InLoveWidZ""",585,"""RT @kellyskomedy: #Depression is real. It happened to me. It could be happening to the person you are sitting next to. #mentalhealth https:\u2026""","""https://www.facebook.com/akshara.knytly""","""I'm permanently emotionally damaged but it's chill, I'm chill. An ARMY, Lanatic, Mixer, Swifty, Zquad n BugHead shipper(new):P\nProne to mood swings, Beware."""
397,"""janetovayozza""",4189,"""PARENT CHECK THIS OUT: KIN ARGUMENTS CAN LEAD TO DEPRESSION - https://t.co/SbJ9EXbAAA https://t.co/guXxxJAXz9""",null,null
398,"""LONECRUELTY""",608,"""RT @WOLFDRAWN: i used to think i had control of my depression. i thought i \u2018allowed\u2019 myself this self hatred  because i deserved.\u2026 """,null,"""\ud83c\udccf"""
399,"""SofyanElkadiki""",144,"""I swear to god listening to too much Nirvana 3 summers ago gave me clinical depression for a solid 6 weeks""",null,"""#MakeTwitterGreatAgain"""
400,"""Flutterby310""",13,"""Religious hammering and aggravated distress starting at the work place leading to eventual depression with suicidal\u2026 https://t.co/9U3n3UtXzm""",null,"""Creative Marketer||Copywriter||Writer||Singer||Arts and Entertainment fanatic||1/3 crazy and 100% girl!"""
401,"""mfl62""",21,"""@realDonaldTrump When the levels get really high it is predict that it will turn and dump us into a Depression.""",null,null
402,"""Jacob_is_theman""",369,"""RT @PsychdelicPics: \ud83d\ude4c\ud83c\udf44 https://t.co/y31ijA0Ni5""",null,"""And when I leave you will finally understand why storms are named after people"""
403,"""HgsCharlotte""",48,"""RT @nuitnocive: j'interdis les gens de penser que la depression n'est qu'un caprice, s'endormir avec l'espoir de ne pas se r\u00e9veiller n'en e\u2026""",null,"""ju \ud83d\udc6d\u2764"""
404,"""ryssypoop""",53,"""I'm being depression for Halloween https://t.co/4OUqpf2oe0""",null,"""So punk rock I even dissociate in my depression naps | no pronoun preference | fave emoji: \ud83c\udf31"""
405,"""urmore1""",677,"""RT @ian_delaCalva: Dorothea Lange has been called America's greatest documentary photographer. She is best known for her chronicles of\u2026 """,null,"""Grabitateagatik ez balitz, zerura botako nuke nire burua / You say I'm a bitch like it's a bad thing"""
406,"""EduardGToledano""",2065,"""Could #treating #depression worsen #symptoms in the long run? https://t.co/bPRiSFyixw""",null,"""\u00a1\u00a1 Felizmente.... Feliz !! Gracias a Dios #Hospital #ChildrensRights #PublicHealth #Cancer #WorldHumanRights"""
407,"""SheilaEllis1""",15,"""RT @RepAdamSchiff: After biggest financial meltdown since the Great Depression, what reform does GOP propose? Make it more difficult t\u2026 """,null,null
408,"""MassCreativity""",6671,"""THE AIM OF LIFE: Why We Are Here \nhttps://t.co/wMyqy5DKQV \n#creativity #selfies #depression #SuicidePrevention\u2026 https://t.co/zkMS5gmIt4""","""http://www.globalcreativity.siterubix.com""","""Your ultimate resource for: Self-Discovery. Personal Development. Right Career Choice."""
409,"""hajime_lovebot""",68,"""rt if hajime hinata is perfect or you have severe depression""",null,"""a bot to let hajime hinata know how much we love him - tweets hourly - run by @rinhoshizora"""
410,"""radinfaizul""",1274,"""RT @f4izalhassan: \""Depression is like slow poison. It kills you slowly. It's a mood disorder causing a persistent feeling of sadness,\u2026 """,null,"""aa"""
411,"""_shunao""",10148,"""@junYELLING Yes I got my supplies and depression packed up uwu""","""http://shunao.myshopify.com""","""best known as FGC's charm dealer // GG\u3002\u661f\u306e\u30ab\u30fc\u30d3\u30a3\u3002TALES\u3002GBF\u3002 // character designer // http://patreon.com/shunao ** http://shunao.moe/faq ** http://twitch.tv/shunao"""
412,"""kevinswims1""",310,"""RT @girlhoodposts: PSA you can\u2019t get rid of depression or anxiety by \u201cthinking positive\u201d or \u201cnot worrying\u201d and telling people they can is f\u2026""",null,"""I\u2019m ded he he"""
413,"""HipHopMarijuana""",7382,"""RT @LaurelOliviaB: Why don't #MiddleClass and #WorkingPoor realize #Republican policies are ALL for the rich, and big donor money. Tra\u2026 ""","""http://Pinterest.com/HipHopChronic""","""Hip Hop and its relationship with Marijuana aka #Chronic. Write your governments to Legalize #Marijuana! #HipHop"""
414,"""mizzqisty""",718,"""Mine depression progressed until 5. God knows how difficult it was to climb back up. I spent more than a month shutting out people,""",null,"""Occasionally a bear, when days are unbearable."""
415,"""manonbache""",357,"""RT @nuitnocive: j'interdis les gens de penser que la depression n'est qu'un caprice, s'endormir avec l'espoir de ne pas se r\u00e9veiller n'en e\u2026""",null,"""\u2661 @ianbohen ++ \ud83c\uddeb\ud83c\uddf7"""
416,"""kak_cik_""",237,"""RT @AdorableWords: PSA you can\u2019t get rid of depression or anxiety by \u201cthinking positive\u201d or \u201cnot worrying\u201d and telling people they can is f\u2026""",null,"""17\nkpoper for 24/7"""
417,"""mrkncd""",49,"""RT @nightelle_: Depression pushes people away. It leads to closed doors. I hope you constantly knock on the doors of the depressed people i\u2026""","""http://markinwriting.tumblr.com""","""An unlikely engineer."""
418,"""dayumjam""",258,"""Thank you, @blackishabc, for addressing postpartum depression as it is. #NoStigma""","""https://jaimieday.tumblr.com""","""Actor. Musician. Cashier... A triple threat, really. #SPNFamily #WaywardAF #AKF #LYF"""
419,"""DaddyDiaries_""",47,"""RT @depressionnote: It's just too much to explain depression and suicidal thoughts to people, it's easier to pretend like you don't have th\u2026""",null,"""This is my life as a dad to our daughter Lily along with my beautiful fianc\u00e9 Robyn\ud83d\ude0d The Love Of A Family Is Life's Greatest Blessing\u2764\ufe0f"""
420,"""vibewvaeh""",73,"""RT @ricardojkay: my anxiety and depression planning their next move https://t.co/83ARF2EEVF""",null,""":)"""
421,"""VloneLuis""",213,"""RT @ASAPYams: my mans smokin that OG depression""",null,"""#RipJosue"""
